Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Data Engineering Analyst Senior,-1,"Job Description: In this role,
you’ll be working in a data engineering team belonging to Analytics Center of
Excellence (ACOE) and working on Experian Ascend Platform. You’ll be managing
data at scale and working on key initiatives such as Data Productizations where
we employ different big data technologies and back/front ends to build solutions
for our clients. Additional responsibilities include:
Designing,
building and launching data pipelines in our Dedicated Sandbox environment
Partner
with technical/product management/infrastructure teams to build shared goals
Build
relationships with Data Engineers, Data Scientists, Product Managers and
Non-technical people to understand and satisfy data needs
Assist
and provide technical support to ACOE team and Decision Analytics organization
Meet
SLA’s for internal user support
Manage
the delivery of data, reports and or data visualizations
Provide support on productization of
Analytics and new solutions developed and brought from the ACOE team
Help
on developing talent inside and outside your team regarding the use of Big data
technologies
Desired skills and experience:
Previous
experience in a high-performing, large-scale technology company
Experience
in teams that work on large scale data infrastructure in an Agile environment
Experience
in data warehouse technologies, data modeling and ETL development
Minimal
tech requirements: Programming languages such as Python, SQL, R, Scala, SAS; Big
data technologies such as Hadoop, Hive, Spark; Visualization tools such as
Tableau, Dash; Cloud experience (AWS preferred)
Bachelor’s
degree in Engineering, Computer Science, or related field",4.1,"Experian
4.1",Santiago,-1,10000+ Employees,1980,Company - Public,Financial Analytics & Research,Finance,$2 to $5 billion (USD),-1
Data Engineer,-1,"Cornershop es un servicio que te lleva el súper y distintas tiendas de especialidad, a tu casa o donde quieras, en una hora. Somos una de las Startups con mayor crecimiento en Latinoamérica: estamos en Chile, México, Perú, Colombia, Canadá, Brasil, Estados Unidos y Costa Rica.

Parte de nuestra misión es crear un servicio simple e intuitivo, que logre ser lo más automatizado posible y que, por lo mismo, logre escalar de forma orgánica. Los problemas los resolvemos a través de Software y nuestros equipos trabajan, piensan y hablan con y desde la tecnología.

En Cornershop nos estamos enfrentando a nuevos problemas relacionados al almacenamiento, procesamiento y utilización de grandes volúmenes de datos. El Data Engineer trabajará en el análisis, diseño e implementación de soluciones de Big Data junto a diferentes equipos para escalar múltiples aspectos de la organización. Estas soluciones requieren incluir diversas tecnologías y arquitecturas para filtrar, transformar y almacenar los datos de forma que ingenieros, data scientists y business intelligence analysts puedan utilizarlos sin importar la escala de estos.
¿Qué esperamos de ti?
Que te sientas cómodo planificando y ejecutando proyectos de ingeniería de software.
Que tengas proficiencia en el lenguaje de programación Python.
Que estés familiarizado con tecnologías Cloud (ocupamos AWS y Google Cloud).
Que tengas experiencia con bases de datos relacionales y no relacionales.
Que tengas experiencia en carga de datos utilizando procesos Batch y de Streaming.
Que tengas experiencia con tecnologías asociadas a soluciones de Big Data (Hadoop, Spark, Cassandra, HBase, Hive, Samza, Faust, Kafka, etc).
Te amaríamos más si
Tienes experiencia en la creación de Data Lakes y Data Warehouses.
Tienes experiencia en proyectos usando Java o Scala.
Que trabajes de forma proactiva, responsable y creativa
Abrazas la diversidad, la interculturalidad y seas tolerante
Te guste aprender constantemente no sólo sobre tu trabajo: que tengas un hobbie, te guste hacer cosas y seas un aporte positivo al equipo
¿Cómo serán tus primeros días?
Con la pandemia no solo hemos tenido que adaptarnos a la mascarilla, sino también a nuevos procesos internos. Últimamente nuestro crecimiento se ha acelerado en un 300% y trabajamos día a día para seguirle el ritmo, sin dejar de entregar la mejor experiencia a nuestros usuarios y a ti, que vienes a trabajar con nosotros.

Por ahora nuestros Onboarding y día a día son 100% remoto, para proteger la salud de todes (lo que no quiere decir que trabajaremos así para siempre, pero sí hasta que todas y todos puedan sentirse seguros al momento de salir y enfrentar las calles y aglomeraciones).

¿Cómo vamos a proceder?
- Recibirás tu contrato por email y podrás firmarlo digitalmente para que no tengas que salir.
- Recibirás en la puerta de tu casa tu computador y herramientas de trabajo que necesites.
- Tendrás una inducción con los distintos equipos con los que trabajarás.
- Serás invitado a una QA party (ya te explicaremos qué es eso) para participar en las mejoras de nuestro servicio.
- Para que no te sientas como el meme del perrito en el computador que dice ""I have no idea what I'm doing"", la primera semana agendaremos tu Onboarding (todo remoto por supuesto, así que puedes estar en pijama y nadie lo va a notar).

Nuestros beneficios:
Porque no todo es trabajo duro, también tenemos beneficios para que tus días en la oficina sean más amigables.
- Horarios flexibles, real
- Vacaciones adicionales
- Suscripción a Cornershop Pop para tus compras
- Seguro complementario de salud, vida y dental
- Actividades deportivas semanales
- Formación técnica: suscripción a plataforma con cursos, libros, certificaciones, etc
- Tech Talks informativas y formativas
- Y lo mejor de todo, trabajar y aprender con un equipo fuera de serie

Si quieres ser parte de un equipo profesional, respetuoso y diverso, donde te aseguramos que aprenderás mucho desarrollando esta software company, postula y las personas que escribieron esto se pondrán en contacto contigo.

Si quedaste con ganas de saber más de nosotros, puedes encontrar más detalles aquí:
https://medium.com/getonbrd/awesomecompanies-episodio-6-cornershop-8851c728d3e0
http://www.laclase.cl/",4.2,"Cornershop
4.2",Santiago,-1,501 to 1000 Employees,2015,Company - Private,Food & Beverage Stores,Retail,Unknown / Non-Applicable,-1
Senior Data Engineer,-1,"Digital
Senior Data Engineer - QuantumBlack

Bogota
Santiago

Apply Now

Qualifications

Degree educated in Computer Science, Engineering, Mathematics, or equivalent experience
Previous commercial experience in a data-driven role
Ability to write clean, maintainable, and robust code in Python, Scala, Java or similar languages
Knowledge of software engineering concepts and best practices
Familiarity with the latest OSS, cloud, container, query languages and database technologies
Confirmed experience building data pipelines in production and ability to work across structured, semi-structured and unstructured data
Experience preparing data for analytics and following a data science workflow
Commercial client-facing or senior stakeholder management experience
Strong command of English language (both verbal and written
Availability to travel

Who You'll Work With


You will be part of a Global Data Engineering community and you will work in cross-functional and Agile project teams alongside Project Managers, Data Scientists, other Data Engineers, Machine Learning Engineers and industry experts.

You will work hands in hands with our clients, from data owners and users to C-level executives

Who you are: You are a highly collaborative individual and enjoy solving problems that focus on adding business value. You have a sense of ownership and enjoy hands-on technical work. Our values resonate with yours.

What You'll Do

You will partner with our clients, from data owners and users to C-level executives, to understand their needs and build impactful analytics solutions

You will be flexible to travel to our clients’ offices to deliver presentations, gather information or share knowledge

You will contribute to cross-functional problem-solving sessions with your team and deliver presentations to colleagues and client

You will design and build data pipelines to support data science projects, following software engineering best practices

You will use state of the art technologies to acquire, ingest, and transform big datasets

You will own and have accountability for the delivery of technical work streams

You will mentor and guide more junior colleagues

You will map data fields to hypotheses and curate, wrangle, and prepare data for use in advanced analytics models

You will ensure information security standards are maintained at all time

You will create and manage data environments in the Cloud or on premise

You will have the opportunity to contribute to R&D projects and internal asset development
OUR TECH STACK

While we advocate for using the right tech for the right task, we often leverage the following technologies: Python, PySpark, SQL, Airflow, Databricks, our own OSS called Kedro, container technologies such as Docker and Kubernetes, cloud solutions such as AWS, GCP or Azure and more!



WHAT YOU’LL BENEFIT FROM

Real-World Impact – No project is ever the same, we work with top-tier clients across multiple sectors, providing unique learning and development opportunities internationally.

Fusing Tech & Leadership – We work with the latest technologies and methodologies and offer first class learning programmes at all levels.

Multidisciplinary Teamwork - Our teams include data scientists, engineers, project managers, UX and visual designers who work collaboratively to enhance performance.

Innovative Work Culture – Creativity, insight and passion come from being balanced. We cultivate a modern work environment through an emphasis on wellness, insightful talks and training sessions.

Striving for Diversity – With colleagues from over 40 nationalities, we recognise the benefits of working with people from all walks of life.

Continuous development and progression – We offer an extensive choice of training sessions, ranging from workshops to international conference, tailored to your needs as well as a personal mentorship system. We have multiple career paths and geographic locations to evolve within the Firm.

Global community – you'll learn from colleagues around the world by connecting both internally and externally through our various hosted meet-ups.

Visit our Careers site to watch our video and read about our interview processes and benefits.

Industries
Telecommunications
Financial Services
High Tech


+ 2 More

Functions
Technology

Apply Now
FOR U.S. APPLICANTS: McKinsey & Company is an Equal Opportunity/Affirmative Action employer.
All qualified applicants will receive consideration for employment without regard to sex, gender
identity, sexual orientation, race, color, religion, national origin, disability, protected Veteran
status, age, or any other characteristic protected by applicable law.

FOR NON-U.S. APPLICANTS: McKinsey & Company is an Equal Opportunity employer. For additional details
regarding our global EEO policy and diversity initiatives, please visit our
McKinsey Careers and
Diversity & Inclusion sites.",4.4,"QuantumBlack
4.4",Santiago,-1,501 to 1000 Employees,2009,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1
Senior Data Engineer,-1,"Digital
Senior Data Engineer - QuantumBlack

Bogota
Santiago

Apply Now

Qualifications

Degree educated in Computer Science, Engineering, Mathematics, or equivalent experience
Previous commercial experience in a data-driven role
Ability to write clean, maintainable, and robust code in Python, Scala, Java or similar languages
Knowledge of software engineering concepts and best practices
Familiarity with the latest OSS, cloud, container, query languages and database technologies
Confirmed experience building data pipelines in production and ability to work across structured, semi-structured and unstructured data
Experience preparing data for analytics and following a data science workflow
Commercial client-facing or senior stakeholder management experience
Strong command of English language (both verbal and written
Availability to travel

Who You'll Work With


You will be part of a Global Data Engineering community and you will work in cross-functional and Agile project teams alongside Project Managers, Data Scientists, other Data Engineers, Machine Learning Engineers and industry experts.

You will work hands in hands with our clients, from data owners and users to C-level executives

Who you are: You are a highly collaborative individual and enjoy solving problems that focus on adding business value. You have a sense of ownership and enjoy hands-on technical work. Our values resonate with yours.

What You'll Do

You will partner with our clients, from data owners and users to C-level executives, to understand their needs and build impactful analytics solutions

You will be flexible to travel to our clients’ offices to deliver presentations, gather information or share knowledge

You will contribute to cross-functional problem-solving sessions with your team and deliver presentations to colleagues and client

You will design and build data pipelines to support data science projects, following software engineering best practices

You will use state of the art technologies to acquire, ingest, and transform big datasets

You will own and have accountability for the delivery of technical work streams

You will mentor and guide more junior colleagues

You will map data fields to hypotheses and curate, wrangle, and prepare data for use in advanced analytics models

You will ensure information security standards are maintained at all time

You will create and manage data environments in the Cloud or on premise

You will have the opportunity to contribute to R&D projects and internal asset development
OUR TECH STACK

While we advocate for using the right tech for the right task, we often leverage the following technologies: Python, PySpark, SQL, Airflow, Databricks, our own OSS called Kedro, container technologies such as Docker and Kubernetes, cloud solutions such as AWS, GCP or Azure and more!



WHAT YOU’LL BENEFIT FROM

Real-World Impact – No project is ever the same, we work with top-tier clients across multiple sectors, providing unique learning and development opportunities internationally.

Fusing Tech & Leadership – We work with the latest technologies and methodologies and offer first class learning programmes at all levels.

Multidisciplinary Teamwork - Our teams include data scientists, engineers, project managers, UX and visual designers who work collaboratively to enhance performance.

Innovative Work Culture – Creativity, insight and passion come from being balanced. We cultivate a modern work environment through an emphasis on wellness, insightful talks and training sessions.

Striving for Diversity – With colleagues from over 40 nationalities, we recognise the benefits of working with people from all walks of life.

Continuous development and progression – We offer an extensive choice of training sessions, ranging from workshops to international conference, tailored to your needs as well as a personal mentorship system. We have multiple career paths and geographic locations to evolve within the Firm.

Global community – you'll learn from colleagues around the world by connecting both internally and externally through our various hosted meet-ups.

Visit our Careers site to watch our video and read about our interview processes and benefits.

Industries
Telecommunications
Financial Services
High Tech


+ 2 More

Functions
Technology

Apply Now
FOR U.S. APPLICANTS: McKinsey & Company is an Equal Opportunity/Affirmative Action employer.
All qualified applicants will receive consideration for employment without regard to sex, gender
identity, sexual orientation, race, color, religion, national origin, disability, protected Veteran
status, age, or any other characteristic protected by applicable law.

FOR NON-U.S. APPLICANTS: McKinsey & Company is an Equal Opportunity employer. For additional details
regarding our global EEO policy and diversity initiatives, please visit our
McKinsey Careers and
Diversity & Inclusion sites.",3.0,"QuantumBlack
4.4",Santiago,-1,51 to 200 Employees,2004,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1
"R&D Engineer, I",-1,"Business Title
R&D Engineer, I

23-Nov-2020

Requisition Number
27700BR

Job Description and Requirements
Responsible for designing, developing, troubleshooting, or debugging software programs. Develops software tools including operating systems, compilers, routers, networks, utilities, databases and internet-related tools, etc. Determines hardware compatibility and/or influences hardware design.

Experience in programming software for operating systems, utilizing machine assembly and/or job control languages, and some knowledge of software capabilities. Designs algorithms and data structures. Experience on development of complex software projects, familiarity with C/C++ coding, and a strong background in data structures and algorithms. Has strong desires to learn and explore new technologies and demonstrates good analysis and problem-solving skills. Prior knowledge and experience of CAD tool development are required.

Typically requires no previous professional experience. Knowledge base generally acquired from a college degree or equivalent course training. Applies company policies and procedures to resolve routine issues. Follows standard practices and specific, outlined, and detailed procedures in analyzing situations or data from which answers can be readily obtained. Builds routine working relationships internally. Contacts are primarily with direct manager and other peers in the group or department.

Hiring Location
CHILE - Chile, CHILE - Santiago

Hire Type
Employee

Job Category
Engineering

Country
Chile",4.1,"Synopsys
4.1",Chile,-1,10000+ Employees,1986,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),-1
Data Engineer Seeds,-1,"Syngenta Group is one of the world’s leading agriculture innovation companies, with roots going back more than 250 years. Its 48,000 people across more than 100 countries strive to transform agriculture
through breakthrough products and technologies that play a vital role in enabling the food chain to feed the world safely, sustainably and with respect for our planet. Swiss headquartered and Chinese-owned,
the Group draws strength from its four business units – Syngenta Crop Protection headquartered in Switzerland, Syngenta Seeds headquartered in the United States, ADAMA headquartered in Israel, and Syngenta Group China – that provide industry-leading ways to serve customers everywhere.

Location: Arica, Chile

Make a difference:
You will be part of R&D team and will support Global Continuous Nurseries
Through the values Passion for customer, How Matters & Determined Execution you will live and experience more of us
Here is how this role will be critical to our business:
The Data Engineer will execute integration the various crops demands and will deliver Data & Analytics models including products and services (like Data Marts /MIO’s, dashboards, analytics and data pipelines).
Resulting into the optimized nursery design recommendation to achieve targets in each crop or program at the site including but not limited to:
Data collection, execution considering but not limited to; Lab Obs and controlled environments, Agronomy , crops (DH, TI, Nursery Sunflower, Peas and beans), operational cost (fix and variable)
Coordinate effectively with crop planners to recommend necessary adjustments to achieve targets in each program considering capacity vs demand.
Execute site wide data fluency projects
Focal point to operate using Agile methodology and expert within IT (SmartMart, Data Science, API’s and front-end solutions) to select the right fit for purpose and scalable solutions to increase efficiency, drive new revenues, gain strategic advantage for delivery and support business teams in making more informed and faster decisions.

At Syngenta Group we are highly people focused – we look for professionals who are engaged, collaborative and excellent in execution. Leaders are expected to communicate effectively, develop teams and lead by example. Our industry and our function are changing rapidly so we are looking for new team members with a strong desire to develop themselves.

Essential for this position:
• Bachelor’s or Master’s degree in informatics, industrial processes, data modeling or computer science, or related D&A fields with 1-3 years of relevant experience.
• English intermediate/advance
• Experience in Cloud based ELT, Big Data tools, infrastructure, analytics and visualization
• Experience running Scrum/Agile development practice (ideally as product owner or scrum master).
• Proven track record in successful managing D&A and/or IT data delivery teams.
• Ability to manage supplier resources and handle escalations as needed;Experience in working in teams in an agile matrix organization

Be part of the Syngenta Group Experience
• Competitive salary and attractive benefits
• Dynamic and international environment
• Modern office environment and collaboration tools
• Forward thinking policies (e.g. remote working, career breaks)
• Support personal development in a diverse and inclusive environment

Important
Beyond just believing in the power of diversity, Syngenta Group promotes an inclusive culture that includes differences in all its forms. We believe that the feeling of belonging allows people to become their best version, building an increasingly welcoming and productive environment.
All qualified candidates will be considered for our positions, without distinction of race, gender, age, nationality or disability.


Be part of a leading company that brings plant potential to life",4.1,"Syngenta
4.1",Chile,-1,10000+ Employees,2000,Company - Private,Food Production,Agriculture & Forestry,$10 to $25 million (USD),-1
Data Engineer Seeds,-1,"Syngenta Group is one of the world’s leading agriculture innovation companies, with roots going back more than 250 years. Its 48,000 people across more than 100 countries strive to transform agriculture
through breakthrough products and technologies that play a vital role in enabling the food chain to feed the world safely, sustainably and with respect for our planet. Swiss headquartered and Chinese-owned,
the Group draws strength from its four business units – Syngenta Crop Protection headquartered in Switzerland, Syngenta Seeds headquartered in the United States, ADAMA headquartered in Israel, and Syngenta Group China – that provide industry-leading ways to serve customers everywhere.

Location: Arica, Chile

Make a difference:
You will be part of R&D team and will support Global Continuous Nurseries
Through the values Passion for customer, How Matters & Determined Execution you will live and experience more of us
Here is how this role will be critical to our business:
The Data Engineer will execute integration the various crops demands and will deliver Data & Analytics models including products and services (like Data Marts /MIO’s, dashboards, analytics and data pipelines).
Resulting into the optimized nursery design recommendation to achieve targets in each crop or program at the site including but not limited to:
Data collection, execution considering but not limited to; Lab Obs and controlled environments, Agronomy , crops (DH, TI, Nursery Sunflower, Peas and beans), operational cost (fix and variable)
Coordinate effectively with crop planners to recommend necessary adjustments to achieve targets in each program considering capacity vs demand.
Execute site wide data fluency projects
Focal point to operate using Agile methodology and expert within IT (SmartMart, Data Science, API’s and front-end solutions) to select the right fit for purpose and scalable solutions to increase efficiency, drive new revenues, gain strategic advantage for delivery and support business teams in making more informed and faster decisions.

At Syngenta Group we are highly people focused – we look for professionals who are engaged, collaborative and excellent in execution. Leaders are expected to communicate effectively, develop teams and lead by example. Our industry and our function are changing rapidly so we are looking for new team members with a strong desire to develop themselves.

Essential for this position:
• Bachelor’s or Master’s degree in informatics, industrial processes, data modeling or computer science, or related D&A fields with 1-3 years of relevant experience.
• English intermediate/advance
• Experience in Cloud based ELT, Big Data tools, infrastructure, analytics and visualization
• Experience running Scrum/Agile development practice (ideally as product owner or scrum master).
• Proven track record in successful managing D&A and/or IT data delivery teams.
• Ability to manage supplier resources and handle escalations as needed;Experience in working in teams in an agile matrix organization

Be part of the Syngenta Group Experience
• Competitive salary and attractive benefits
• Dynamic and international environment
• Modern office environment and collaboration tools
• Forward thinking policies (e.g. remote working, career breaks)
• Support personal development in a diverse and inclusive environment

Important
Beyond just believing in the power of diversity, Syngenta Group promotes an inclusive culture that includes differences in all its forms. We believe that the feeling of belonging allows people to become their best version, building an increasingly welcoming and productive environment.
All qualified candidates will be considered for our positions, without distinction of race, gender, age, nationality or disability.


Be part of a leading company that brings plant potential to life",3.3,"Syngenta
4.1",Chile,-1,1001 to 5000 Employees,2009,Company - Private,Real Estate,Real Estate,$100 to $500 million (USD),-1
Data Engineer (English),-1,"En Nisum Latam nos encantan los desafíos. Nos apasiona la tecnología y los negocios; dedicamos nuestro tiempo a innovar, crear y entregar los mejores proyectos para nuestros clientes, llevándolos a los más altos niveles de calidad, y es por eso que con nuestra marca prometemos construir éxito juntos. (Building Success Together ®)

En esta posición ayudará a los clientes al proporcionar las mejores prácticas sobre implementaciones de nube básicas seguras, aprovisionamiento automatizado de infraestructura y aplicaciones, arquitecturas de aplicaciones listas para la nube y más.
EXPERIENCIA REQUERIDA
Amplia experiencia en desarrollo en Java, Springboot, REST, Arquitectura de Microservicios, XAPI.
Experiencia en transmisión / procesamiento de datos a través de Kafka y/o Spark.
Experiencia en MongoDB o CosmosDB sin SQL.
Habilidades / experiencia en la creación de aplicaciones en la nube, en Microsoft Azure, AWS o GCP.
Experiencia en herramientas / procesos de CI/CD en Public Cloud.
Inglés avanzado oral y escrito. (Excluyente)
ROL Y RESPONSABILIDADES
Diseñar, crear y dirigir el desarrollo de aplicaciones nativas en la nube.
Servicios de plataforma, tecnologías de transmisión de eventos y varios marcos de código abierto.
Creación de plataformas y soluciones nativas en la nube resistentes, de alta disponibilidad y escalables.
NIVEL EDUCACIONAL REQUERIDO
Licenciatura en Ciencias de la Computación, Ingeniería Informática o afín.
Si cuentas con estas características y te interesa ser parte de una empresa multinacional, no dudes en postular.",3.3,"Nisum
3.3",Santiago,-1,501 to 1000 Employees,2000,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
CONSULTING ENGINEER,-1,"What You'll Do

We need a Lead Consulting Engineer to support key Enterprise customers in LATAM region. You will require strong consulting and interpersonal skills coupled with deep technology skills in Cisco Routing and Switching and DC platforms. You will possess a proven track record of successful planning, design, implementation and operational experience. You will ensure that “Delivery Excellence” is provided in every aspect of you work efforts and relationships with the client.

Who You'll Work With

When you work with us, you’ll be part of a highly empowered collaborative team who's passionate about the successful delivery of the Business Critical Services portfolio across LATAM customers

Who You Area

We expect you to have at least 5 years of client facing experience articulating Next Generation Cisco Enterprise RS and DC technology value proposition, innovation, and adoption. Strong executive presence, communication and presentation skills are required. Ability to communicate verbally, written, and cross-functionally with client and cisco is a must.

About technology skills, we expect you to have at least 5 years of experience designing, implementing, and operating the following platforms and technologies:

ACI

SDWAN

SDAccess

Nexus

ASR9000

CRS

NCS6K

IOS-XR

Multicast

QoS

MPLS

OSPF/IS-IS

BGP

Familiarity with programming using Python / Java, Shell scripting.

Our desired skills include:

Requires BS/BE/B.Tech degree or equivalent plus 5+ years of related experience in IT industry

Certifications Preferred – CCIE ( Preferred ), CCIP, CCNA, CCNP ( Plus ), DevNet

Passionate, persuasive, charismatic thought leader capable of quickly establishing executive interest in Cisco services by articulating the value and business advantage of Cisco’s network migration services.

A self-driven individual with the curiosity to learn, work in a fast paced changing environment, evolve continuously to keep pace with the Cisco’s solutions, technologies and industry trends, be an inspiration and trend setters for others.

High-level, out-of-the-box thinking, analytical reasoning, and creative problem solving skills with the ability to convert thoughts to real and pragmatic execution

Why Cisco

At Cisco, each person brings their unique talents to work as a team and make a difference.

Yes, our technology changes the way the world works, lives, plays and learns, but our edge comes from our people.

We connect everything – people, process, data and things – and we use those connections to change our world for the better.

We innovate everywhere - From launching a new era of networking that adapts, learns and protects, to building Cisco Services that accelerate businesses and business results. Our technology powers entertainment, retail, healthcare, education and more – from Smart Cities to your everyday devices.

We benefit everyone - We do all of this while striving for a culture that empowers every person to be the difference, at work and in our communities.

Colorful hair? Don’t care. Tattoos? Show off your ink. Like polka dots? That’s cool. Pop culture geek? Many of us are. Be you, with us! #WeAreCisco",4.2,"Cisco Systems
4.2",Santiago,-1,10000+ Employees,1984,Company - Private,Computer Hardware & Software,Information Technology,$10+ billion (USD),-1
Senior Software Engineer,-1,"Checkr's mission is to build a fairer future by improving the understanding of the past. Since graduating Y-Combinator in 2014, Checkr's product has shifted the on-demand economy and has continued to scale into serving enterprise companies across various industries. As a company that provides modern and compliant background checks for global enterprises and startups, Checkr knows first hand how difficult it may be for individuals with prior criminal history to find employment and we want to help provide fair chances for the formerly convicted. A career with Checkr provides the opportunity to make an impact on the professional lives of millions of people and we encourage all qualified individuals to apply for our roles.

Checkr is looking for a Senior Software Engineer to help accelerate growth through business model enablement and pricing innovation. This team builds services that enable Checkr to develop new products that monetize in new and innovative ways, invoice customers, process payments, forecast revenue, and provide customers with financial insights. We're looking for a passionate engineer who takes pride in driving new features from inception through release and is excited about tackling complex problems.

What a typical week may look like at Checkr:
Define, architect, and implement the critical financial infrastructure that powers Checkr's business
Monitor, investigate, triage, and resolve production issues as they arise for services owned by the team
Collaborate with Product, Sales, Customer Success, and Finance to design new product ideas
Solve challenging and complex engineering and business problems
What we value in a Senior Software Engineer:
5+ years experience as a software engineer
A strong communicator who can quickly pickup new concepts and domains
A skilled problem solver well-versed in considering and making technical tradeoffs
Experience building and delivering critical enterprise level solutions
Strong Proficiency in Ruby
Experience developing platforms built using an asynchronous event-based architecture
English Speaking Proficiency
Brownie Points:
Experience integrating with enterprise applications
Experience creating, maintaining, and operating microservices
Experience in billing, payments, back office systems, or related fields
What you get:
A fast-paced and collaborative environment where we leverage the latest technology
Hands-on coaching and professional development
Remote Working Policy
Competitive compensation and opportunity for advancement
Unlimited Vacation Policy
Equal Employment Opportunities at Checkr

Checkr is committed to hiring talented and qualified individuals with diverse backgrounds for all of its tech, non-tech, and leadership roles. Checkr believes that the gathering and celebration of unique backgrounds, qualities, and cultures enriches the workplace.",3.7,"Cisco Systems
4.2",Santiago,-1,201 to 500 Employees,2014,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
